Season,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena
2022,"Sun, Jan 9, 2022",Washington Wizards,102,Orlando Magic,100,13223,Amway Center
2022,"Sun, Jan 9, 2022",New Orleans Pelicans,101,Toronto Raptors,105,,Scotiabank Arena
2022,"Sun, Jan 9, 2022",Minnesota Timberwolves,141,Houston Rockets,123,15277,Toyota Center
2022,"Sun, Jan 9, 2022",Denver Nuggets,99,Oklahoma City Thunder,95,14772,Paycom Center
2022,"Sun, Jan 9, 2022",Chicago Bulls,99,Dallas Mavericks,113,20041,American Airlines Center
2022,"Sun, Jan 9, 2022",Cleveland Cavaliers,82,Golden State Warriors,96,18064,Chase Center
2022,"Sun, Jan 9, 2022",Sacramento Kings,88,Portland Trail Blazers,103,16408,Moda Center
2022,"Sun, Jan 9, 2022",Memphis Grizzlies,127,Los Angeles Lakers,119,18288,Crypto.com Arena
2022,"Mon, Jan 10, 2022",Milwaukee Bucks,99,Charlotte Hornets,103,14253,Spectrum Center
2022,"Mon, Jan 10, 2022",Utah Jazz,116,Detroit Pistons,126,17834,Little Caesars Arena
2022,"Mon, Jan 10, 2022",Indiana Pacers,98,Boston Celtics,101,19156,TD Garden
2022,"Mon, Jan 10, 2022",San Antonio Spurs,96,New York Knicks,111,16569,Madison Square Garden (IV)
2022,"Mon, Jan 10, 2022",Philadelphia 76ers,111,Houston Rockets,91,13593,Toyota Center
2022,"Mon, Jan 10, 2022",Brooklyn Nets,108,Portland Trail Blazers,114,16379,Moda Center
2022,"Mon, Jan 10, 2022",Cleveland Cavaliers,109,Sacramento Kings,108,12110,Golden 1 Center
2022,"Tue, Jan 11, 2022",Oklahoma City Thunder,118,Washington Wizards,122,13985,Capital One Arena
2022,"Tue, Jan 11, 2022",Phoenix Suns,99,Toronto Raptors,95,0,Scotiabank Arena
2022,"Tue, Jan 11, 2022",Detroit Pistons,87,Chicago Bulls,133,19886,United Center
2022,"Tue, Jan 11, 2022",Golden State Warriors,108,Memphis Grizzlies,116,17794,FedEx Forum
2022,"Tue, Jan 11, 2022",Minnesota Timberwolves,125,New Orleans Pelicans,128,15155,Smoothie King Center
2022,"Tue, Jan 11, 2022",Denver Nuggets,85,Los Angeles Clippers,87,15077,Crypto.com Arena
2022,"Wed, Jan 12, 2022",Boston Celtics,119,Indiana Pacers,100,13560,Gainbridge Fieldhouse
2022,"Wed, Jan 12, 2022",Charlotte Hornets,109,Philadelphia 76ers,98,20317,Wells Fargo Center
2022,"Wed, Jan 12, 2022",Orlando Magic,106,Washington Wizards,112,13138,Capital One Arena
2022,"Wed, Jan 12, 2022",Miami Heat,115,Atlanta Hawks,91,15355,State Farm Arena
2022,"Wed, Jan 12, 2022",Dallas Mavericks,85,New York Knicks,108,18215,Madison Square Garden (IV)
2022,"Wed, Jan 12, 2022",Houston Rockets,128,San Antonio Spurs,124,11314,AT&T Center
2022,"Wed, Jan 12, 2022",Cleveland Cavaliers,111,Utah Jazz,91,18306,Vivint Smart Home Arena
2022,"Wed, Jan 12, 2022",Brooklyn Nets,138,Chicago Bulls,112,21698,United Center
2022,"Wed, Jan 12, 2022",Los Angeles Lakers,116,Sacramento Kings,125,12199,Golden 1 Center
2022,"Thu, Jan 13, 2022",Golden State Warriors,99,Milwaukee Bucks,118,17848,Fiserv Forum
2022,"Thu, Jan 13, 2022",Minnesota Timberwolves,108,Memphis Grizzlies,116,15881,FedEx Forum
2022,"Thu, Jan 13, 2022",Los Angeles Clippers,89,New Orleans Pelicans,113,15406,Smoothie King Center
2022,"Thu, Jan 13, 2022",Oklahoma City Thunder,130,Brooklyn Nets,109,16964,Barclays Center
2022,"Thu, Jan 13, 2022",Portland Trail Blazers,108,Denver Nuggets,140,14972,Ball Arena
2022,"Fri, Jan 14, 2022",Orlando Magic,116,Charlotte Hornets,109,16011,Spectrum Center
2022,"Fri, Jan 14, 2022",Toronto Raptors,87,Detroit Pistons,103,18011,Little Caesars Arena
2022,"Fri, Jan 14, 2022",Phoenix Suns,112,Indiana Pacers,94,14019,Gainbridge Fieldhouse
2022,"Fri, Jan 14, 2022",Boston Celtics,99,Philadelphia 76ers,111,20444,Wells Fargo Center
2022,"Fri, Jan 14, 2022",Golden State Warriors,138,Chicago Bulls,96,21174,United Center
2022,"Fri, Jan 14, 2022",Atlanta Hawks,118,Miami Heat,124,19600,FTX Arena
2022,"Fri, Jan 14, 2022",Cleveland Cavaliers,114,San Antonio Spurs,109,12160,AT&T Center
2022,"Fri, Jan 14, 2022",Dallas Mavericks,112,Memphis Grizzlies,85,16712,FedEx Forum
2022,"Fri, Jan 14, 2022",Houston Rockets,114,Sacramento Kings,126,12857,Golden 1 Center
2022,"Sat, Jan 15, 2022",Toronto Raptors,103,Milwaukee Bucks,96,17341,Fiserv Forum
2022,"Sat, Jan 15, 2022",Portland Trail Blazers,115,Washington Wizards,110,15124,Capital One Arena
2022,"Sat, Jan 15, 2022",New York Knicks,117,Atlanta Hawks,108,16414,State Farm Arena
2022,"Sat, Jan 15, 2022",New Orleans Pelicans,105,Brooklyn Nets,120,17034,Barclays Center
2022,"Sat, Jan 15, 2022",Philadelphia 76ers,109,Miami Heat,98,19600,FTX Arena
2022,"Sat, Jan 15, 2022",Cleveland Cavaliers,107,Oklahoma City Thunder,102,15284,Paycom Center
2022,"Sat, Jan 15, 2022",Chicago Bulls,112,Boston Celtics,114,19156,TD Garden
2022,"Sat, Jan 15, 2022",Los Angeles Clippers,94,San Antonio Spurs,101,13223,AT&T Center
2022,"Sat, Jan 15, 2022",Los Angeles Lakers,96,Denver Nuggets,133,19520,Ball Arena
2022,"Sat, Jan 15, 2022",Orlando Magic,92,Dallas Mavericks,108,19816,American Airlines Center
2022,"Sun, Jan 16, 2022",Phoenix Suns,135,Detroit Pistons,108,18178,Little Caesars Arena
2022,"Sun, Jan 16, 2022",Houston Rockets,118,Sacramento Kings,112,13601,Golden 1 Center
2022,"Sun, Jan 16, 2022",Utah Jazz,125,Denver Nuggets,102,15647,Ball Arena
2022,"Sun, Jan 16, 2022",Golden State Warriors,99,Minnesota Timberwolves,119,17136,Target Center
2022,"Mon, Jan 17, 2022",New Orleans Pelicans,92,Boston Celtics,104,19156,TD Garden
2022,"Mon, Jan 17, 2022",Charlotte Hornets,97,New York Knicks,87,19812,Madison Square Garden (IV)
2022,"Mon, Jan 17, 2022",Philadelphia 76ers,98,Washington Wizards,117,14581,Capital One Arena
2022,"Mon, Jan 17, 2022",Brooklyn Nets,107,Cleveland Cavaliers,114,18105,Rocket Mortgage Fieldhouse
2022,"Mon, Jan 17, 2022",Indiana Pacers,133,Los Angeles Clippers,139,15080,Crypto.com Arena
2022,"Mon, Jan 17, 2022",Chicago Bulls,106,Memphis Grizzlies,119,17794,FedEx Forum
2022,"Mon, Jan 17, 2022",Milwaukee Bucks,114,Atlanta Hawks,121,16903,State Farm Arena
2022,"Mon, Jan 17, 2022",Portland Trail Blazers,98,Orlando Magic,88,13648,Amway Center
2022,"Mon, Jan 17, 2022",Toronto Raptors,99,Miami Heat,104,19600,FTX Arena
2022,"Mon, Jan 17, 2022",Oklahoma City Thunder,102,Dallas Mavericks,104,19266,American Airlines Center
2022,"Mon, Jan 17, 2022",Phoenix Suns,121,San Antonio Spurs,107,10422,AT&T Center
2022,"Mon, Jan 17, 2022",Utah Jazz,95,Los Angeles Lakers,101,17238,Crypto.com Arena
2022,"Tue, Jan 18, 2022",Minnesota Timberwolves,112,New York Knicks,110,16071,Madison Square Garden (IV)
2022,"Tue, Jan 18, 2022",Detroit Pistons,86,Golden State Warriors,102,18064,Chase Center
2022,"Wed, Jan 19, 2022",Orlando Magic,110,Philadelphia 76ers,123,20081,Wells Fargo Center
2022,"Wed, Jan 19, 2022",Brooklyn Nets,119,Washington Wizards,118,15380,Capital One Arena
2022,"Wed, Jan 19, 2022",Minnesota Timberwolves,122,Atlanta Hawks,134,15199,State Farm Arena
2022,"Wed, Jan 19, 2022",Charlotte Hornets,111,Boston Celtics,102,19156,TD Garden
2022,"Wed, Jan 19, 2022",Portland Trail Blazers,92,Miami Heat,104,19600,FTX Arena
2022,"Wed, Jan 19, 2022",Cleveland Cavaliers,104,Chicago Bulls,117,20824,United Center
2022,"Wed, Jan 19, 2022",Memphis Grizzlies,114,Milwaukee Bucks,126,17341,Fiserv Forum
2022,"Wed, Jan 19, 2022",Toronto Raptors,98,Dallas Mavericks,102,19218,American Airlines Center
2022,"Wed, Jan 19, 2022",Oklahoma City Thunder,96,San Antonio Spurs,118,11848,AT&T Center
2022,"Wed, Jan 19, 2022",Houston Rockets,116,Utah Jazz,111,18306,Vivint Smart Home Arena
2022,"Wed, Jan 19, 2022",Los Angeles Clippers,128,Denver Nuggets,130,14547,Ball Arena
2022,"Wed, Jan 19, 2022",Detroit Pistons,133,Sacramento Kings,131,12907,Golden 1 Center
2022,"Wed, Jan 19, 2022",Indiana Pacers,111,Los Angeles Lakers,104,17818,Crypto.com Arena
2022,"Thu, Jan 20, 2022",Phoenix Suns,109,Dallas Mavericks,101,18306,American Airlines Center
2022,"Thu, Jan 20, 2022",New Orleans Pelicans,102,New York Knicks,91,16168,Madison Square Garden (IV)
2022,"Thu, Jan 20, 2022",Indiana Pacers,121,Golden State Warriors,117,18064,Chase Center
2022,"Fri, Jan 21, 2022",Oklahoma City Thunder,98,Charlotte Hornets,121,15835,Spectrum Center
2022,"Fri, Jan 21, 2022",Los Angeles Lakers,116,Orlando Magic,105,18846,Amway Center
2022,"Fri, Jan 21, 2022",Los Angeles Clippers,102,Philadelphia 76ers,101,20182,Wells Fargo Center
2022,"Fri, Jan 21, 2022",Miami Heat,108,Atlanta Hawks,110,16385,State Farm Arena
2022,"Fri, Jan 21, 2022",Portland Trail Blazers,109,Boston Celtics,105,19156,TD Garden
2022,"Fri, Jan 21, 2022",Chicago Bulls,90,Milwaukee Bucks,94,18013,Fiserv Forum
2022,"Fri, Jan 21, 2022",Toronto Raptors,109,Washington Wizards,105,14755,Capital One Arena
2022,"Fri, Jan 21, 2022",Brooklyn Nets,117,San Antonio Spurs,102,15068,AT&T Center
2022,"Fri, Jan 21, 2022",Memphis Grizzlies,122,Denver Nuggets,118,17009,Ball Arena
2022,"Fri, Jan 21, 2022",Detroit Pistons,101,Utah Jazz,111,18306,Vivint Smart Home Arena
2022,"Fri, Jan 21, 2022",Houston Rockets,103,Golden State Warriors,105,18064,Chase Center
2022,"Sat, Jan 22, 2022",Sacramento Kings,127,Milwaukee Bucks,133,17341,Fiserv Forum
2022,"Sat, Jan 22, 2022",Oklahoma City Thunder,87,Cleveland Cavaliers,94,19432,Rocket Mortgage Fieldhouse
2022,"Sat, Jan 22, 2022",Indiana Pacers,103,Phoenix Suns,113,17071,Phoenix Suns Arena
2022,"Sun, Jan 23, 2022",Los Angeles Clippers,102,New York Knicks,110,19812,Madison Square Garden (IV)
2022,"Sun, Jan 23, 2022",Boston Celtics,116,Washington Wizards,87,16371,Capital One Arena
2022,"Sun, Jan 23, 2022",Los Angeles Lakers,107,Miami Heat,113,19973,FTX Arena
2022,"Sun, Jan 23, 2022",Chicago Bulls,95,Orlando Magic,114,18846,Amway Center
2022,"Sun, Jan 23, 2022",Portland Trail Blazers,114,Toronto Raptors,105,,Scotiabank Arena
2022,"Sun, Jan 23, 2022",Atlanta Hawks,113,Charlotte Hornets,91,15822,Spectrum Center
2022,"Sun, Jan 23, 2022",Philadelphia 76ers,115,San Antonio Spurs,109,16437,AT&T Center
2022,"Sun, Jan 23, 2022",Memphis Grizzlies,91,Dallas Mavericks,104,19701,American Airlines Center
2022,"Sun, Jan 23, 2022",Detroit Pistons,111,Denver Nuggets,117,14060,Ball Arena
2022,"Sun, Jan 23, 2022",Brooklyn Nets,125,Minnesota Timberwolves,136,16475,Target Center
2022,"Sun, Jan 23, 2022",Utah Jazz,92,Golden State Warriors,94,18064,Chase Center
2022,"Mon, Jan 24, 2022",New York Knicks,93,Cleveland Cavaliers,95,17321,Rocket Mortgage Fieldhouse
2022,"Mon, Jan 24, 2022",Indiana Pacers,113,New Orleans Pelicans,117,15581,Smoothie King Center
2022,"Mon, Jan 24, 2022",Chicago Bulls,111,Oklahoma City Thunder,110,14378,Paycom Center
2022,"Mon, Jan 24, 2022",Utah Jazz,109,Phoenix Suns,115,17071,Phoenix Suns Arena
2022,"Tue, Jan 25, 2022",Denver Nuggets,110,Detroit Pistons,105,16023,Little Caesars Arena
2022,"Tue, Jan 25, 2022",New Orleans Pelicans,107,Philadelphia 76ers,117,20121,Wells Fargo Center
2022,"Tue, Jan 25, 2022",Charlotte Hornets,113,Toronto Raptors,125,0,Scotiabank Arena
2022,"Tue, Jan 25, 2022",Los Angeles Clippers,116,Washington Wizards,115,13544,Capital One Arena
2022,"Tue, Jan 25, 2022",Sacramento Kings,75,Boston Celtics,128,19156,TD Garden
2022,"Tue, Jan 25, 2022",Los Angeles Lakers,106,Brooklyn Nets,96,18126,Barclays Center
2022,"Tue, Jan 25, 2022",San Antonio Spurs,134,Houston Rockets,104,15007,Toyota Center
2022,"Tue, Jan 25, 2022",Dallas Mavericks,92,Golden State Warriors,130,18064,Chase Center
2022,"Tue, Jan 25, 2022",Minnesota Timberwolves,109,Portland Trail Blazers,107,16422,Moda Center
2022,"Wed, Jan 26, 2022",Milwaukee Bucks,99,Cleveland Cavaliers,115,18904,Rocket Mortgage Fieldhouse
2022,"Wed, Jan 26, 2022",Charlotte Hornets,158,Indiana Pacers,126,14116,Gainbridge Fieldhouse
2022,"Wed, Jan 26, 2022",Los Angeles Clippers,111,Orlando Magic,102,12448,Amway Center
2022,"Wed, Jan 26, 2022",Sacramento Kings,104,Atlanta Hawks,121,15080,State Farm Arena
2022,"Wed, Jan 26, 2022",New York Knicks,96,Miami Heat,110,19600,FTX Arena
2022,"Wed, Jan 26, 2022",Denver Nuggets,124,Brooklyn Nets,118,18011,Barclays Center
2022,"Wed, Jan 26, 2022",Toronto Raptors,105,Chicago Bulls,111,20269,United Center
2022,"Wed, Jan 26, 2022",Memphis Grizzlies,118,San Antonio Spurs,110,14662,AT&T Center
2022,"Wed, Jan 26, 2022",Dallas Mavericks,132,Portland Trail Blazers,112,16334,Moda Center
2022,"Wed, Jan 26, 2022",Phoenix Suns,105,Utah Jazz,97,18306,Vivint Smart Home Arena
2022,"Thu, Jan 27, 2022",Los Angeles Lakers,87,Philadelphia 76ers,105,20953,Wells Fargo Center
2022,"Thu, Jan 27, 2022",Minnesota Timberwolves,115,Golden State Warriors,124,18064,Chase Center
2022,"Fri, Jan 28, 2022",Detroit Pistons,103,Orlando Magic,119,13156,Amway Center
2022,"Fri, Jan 28, 2022",Boston Celtics,92,Atlanta Hawks,108,16932,State Farm Arena
2022,"Fri, Jan 28, 2022",Los Angeles Lakers,114,Charlotte Hornets,117,19469,Spectrum Center
2022,"Fri, Jan 28, 2022",Portland Trail Blazers,125,Houston Rockets,110,16100,Toyota Center
2022,"Fri, Jan 28, 2022",Utah Jazz,109,Memphis Grizzlies,119,16916,FedEx Forum
2022,"Fri, Jan 28, 2022",Los Angeles Clippers,114,Miami Heat,121,19600,FTX Arena
2022,"Fri, Jan 28, 2022",Denver Nuggets,116,New Orleans Pelicans,105,15254,Smoothie King Center
2022,"Fri, Jan 28, 2022",Indiana Pacers,113,Oklahoma City Thunder,110,15106,Paycom Center
2022,"Fri, Jan 28, 2022",Chicago Bulls,122,San Antonio Spurs,131,18354,AT&T Center
2022,"Fri, Jan 28, 2022",Minnesota Timberwolves,124,Phoenix Suns,134,17071,Phoenix Suns Arena
2022,"Fri, Jan 28, 2022",New York Knicks,108,Milwaukee Bucks,123,17341,Fiserv Forum
2022,"Sat, Jan 29, 2022",Indiana Pacers,105,Dallas Mavericks,132,19831,American Airlines Center
2022,"Sat, Jan 29, 2022",Boston Celtics,107,New Orleans Pelicans,97,16168,Smoothie King Center
2022,"Sat, Jan 29, 2022",Sacramento Kings,101,Philadelphia 76ers,103,20380,Wells Fargo Center
2022,"Sat, Jan 29, 2022",Washington Wizards,95,Memphis Grizzlies,115,17135,FedEx Forum
2022,"Sat, Jan 29, 2022",Toronto Raptors,124,Miami Heat,120,19600,FTX Arena
2022,"Sat, Jan 29, 2022",Brooklyn Nets,106,Golden State Warriors,110,18064,Chase Center
2022,"Sun, Jan 30, 2022",Los Angeles Lakers,121,Atlanta Hawks,129,17391,State Farm Arena
2022,"Sun, Jan 30, 2022",Los Angeles Clippers,115,Charlotte Hornets,90,18674,Spectrum Center
2022,"Sun, Jan 30, 2022",Portland Trail Blazers,116,Chicago Bulls,130,19521,United Center
2022,"Sun, Jan 30, 2022",Cleveland Cavaliers,105,Detroit Pistons,115,16811,Little Caesars Arena
2022,"Sun, Jan 30, 2022",Denver Nuggets,136,Milwaukee Bucks,100,17341,Fiserv Forum
2022,"Sun, Jan 30, 2022",Dallas Mavericks,108,Orlando Magic,110,13376,Amway Center
2022,"Sun, Jan 30, 2022",Utah Jazz,106,Minnesota Timberwolves,126,10407,Target Center
2022,"Sun, Jan 30, 2022",San Antonio Spurs,110,Phoenix Suns,115,17071,Phoenix Suns Arena
2022,"Mon, Jan 31, 2022",New Orleans Pelicans,90,Cleveland Cavaliers,93,17637,Rocket Mortgage Fieldhouse
2022,"Mon, Jan 31, 2022",Los Angeles Clippers,116,Indiana Pacers,122,14629,Gainbridge Fieldhouse
2022,"Mon, Jan 31, 2022",Memphis Grizzlies,119,Philadelphia 76ers,122,20424,Wells Fargo Center
2022,"Mon, Jan 31, 2022",Toronto Raptors,106,Atlanta Hawks,100,14168,State Farm Arena
2022,"Mon, Jan 31, 2022",Miami Heat,92,Boston Celtics,122,19156,TD Garden
2022,"Mon, Jan 31, 2022",Sacramento Kings,96,New York Knicks,116,15925,Madison Square Garden (IV)
2022,"Mon, Jan 31, 2022",Golden State Warriors,122,Houston Rockets,108,16146,Toyota Center
2022,"Mon, Jan 31, 2022",Portland Trail Blazers,81,Oklahoma City Thunder,98,13812,Paycom Center
2022,"Tue, Feb 1, 2022",New Orleans Pelicans,111,Detroit Pistons,101,15499,Little Caesars Arena
2022,"Tue, Feb 1, 2022",Washington Wizards,98,Milwaukee Bucks,112,17341,Fiserv Forum
2022,"Tue, Feb 1, 2022",Miami Heat,106,Toronto Raptors,110,,Scotiabank Arena
2022,"Tue, Feb 1, 2022",Orlando Magic,115,Chicago Bulls,126,20217,United Center
2022,"Tue, Feb 1, 2022",Denver Nuggets,115,Minnesota Timberwolves,130,15839,Target Center
2022,"Tue, Feb 1, 2022",Golden State Warriors,124,San Antonio Spurs,120,17070,AT&T Center
2022,"Tue, Feb 1, 2022",Brooklyn Nets,111,Phoenix Suns,121,17071,Phoenix Suns Arena
2022,"Wed, Feb 2, 2022",Orlando Magic,119,Indiana Pacers,118,14528,Gainbridge Fieldhouse
2022,"Wed, Feb 2, 2022",Washington Wizards,106,Philadelphia 76ers,103,20089,Wells Fargo Center
2022,"Wed, Feb 2, 2022",Charlotte Hornets,107,Boston Celtics,113,19156,TD Garden
2022,"Wed, Feb 2, 2022",Memphis Grizzlies,120,New York Knicks,108,19812,Madison Square Garden (IV)
2022,"Wed, Feb 2, 2022",Cleveland Cavaliers,104,Houston Rockets,115,14163,Toyota Center
2022,"Wed, Feb 2, 2022",Oklahoma City Thunder,120,Dallas Mavericks,114,19200,American Airlines Center
2022,"Wed, Feb 2, 2022",Brooklyn Nets,101,Sacramento Kings,112,13153,Golden 1 Center
2022,"Wed, Feb 2, 2022",Denver Nuggets,104,Utah Jazz,108,18306,Vivint Smart Home Arena
2022,"Wed, Feb 2, 2022",Portland Trail Blazers,94,Los Angeles Lakers,99,17259,Crypto.com Arena
2022,"Thu, Feb 3, 2022",Minnesota Timberwolves,128,Detroit Pistons,117,15523,Little Caesars Arena
2022,"Thu, Feb 3, 2022",Miami Heat,112,San Antonio Spurs,95,14971,AT&T Center
2022,"Thu, Feb 3, 2022",Phoenix Suns,115,Atlanta Hawks,124,16958,State Farm Arena
2022,"Thu, Feb 3, 2022",Chicago Bulls,120,Toronto Raptors,127,,Scotiabank Arena
2022,"Thu, Feb 3, 2022",Sacramento Kings,114,Golden State Warriors,126,18064,Chase Center
2022,"Thu, Feb 3, 2022",Los Angeles Lakers,110,Los Angeles Clippers,111,19068,Crypto.com Arena
2022,"Fri, Feb 4, 2022",Cleveland Cavaliers,102,Charlotte Hornets,101,17733,Spectrum Center
2022,"Fri, Feb 4, 2022",Boston Celtics,102,Detroit Pistons,93,17584,Little Caesars Arena
2022,"Fri, Feb 4, 2022",Chicago Bulls,122,Indiana Pacers,115,16355,Gainbridge Fieldhouse
2022,"Fri, Feb 4, 2022",Atlanta Hawks,114,Toronto Raptors,125,,Scotiabank Arena
2022,"Fri, Feb 4, 2022",Houston Rockets,106,San Antonio Spurs,131,15344,AT&T Center
2022,"Fri, Feb 4, 2022",New Orleans Pelicans,113,Denver Nuggets,105,16152,Ball Arena
2022,"Fri, Feb 4, 2022",Brooklyn Nets,102,Utah Jazz,125,18306,Vivint Smart Home Arena
2022,"Fri, Feb 4, 2022",Philadelphia 76ers,98,Dallas Mavericks,107,19200,American Airlines Center
2022,"Fri, Feb 4, 2022",Oklahoma City Thunder,96,Portland Trail Blazers,93,15329,Moda Center
2022,"Sat, Feb 5, 2022",Memphis Grizzlies,135,Orlando Magic,115,18846,Amway Center
2022,"Sat, Feb 5, 2022",Miami Heat,104,Charlotte Hornets,86,19420,Spectrum Center
2022,"Sat, Feb 5, 2022",Phoenix Suns,95,Washington Wizards,80,18058,Capital One Arena
2022,"Sat, Feb 5, 2022",New York Knicks,115,Los Angeles Lakers,122,18997,Crypto.com Arena
2022,"Sat, Feb 5, 2022",Milwaukee Bucks,137,Portland Trail Blazers,108,19393,Moda Center
2022,"Sat, Feb 5, 2022",Oklahoma City Thunder,103,Sacramento Kings,113,14097,Golden 1 Center
2022,"Sun, Feb 6, 2022",Philadelphia 76ers,119,Chicago Bulls,108,20233,United Center
2022,"Sun, Feb 6, 2022",Brooklyn Nets,104,Denver Nuggets,124,18241,Ball Arena
2022,"Sun, Feb 6, 2022",Detroit Pistons,105,Minnesota Timberwolves,118,16487,Target Center
2022,"Sun, Feb 6, 2022",Indiana Pacers,85,Cleveland Cavaliers,98,19432,Rocket Mortgage Fieldhouse
2022,"Sun, Feb 6, 2022",Atlanta Hawks,94,Dallas Mavericks,103,19887,American Airlines Center
2022,"Sun, Feb 6, 2022",Boston Celtics,116,Orlando Magic,83,14402,Amway Center
2022,"Sun, Feb 6, 2022",New Orleans Pelicans,120,Houston Rockets,107,15702,Toyota Center
2022,"Sun, Feb 6, 2022",Milwaukee Bucks,137,Los Angeles Clippers,113,17395,Crypto.com Arena
2022,"Mon, Feb 7, 2022",Toronto Raptors,116,Charlotte Hornets,101,14102,Spectrum Center
2022,"Mon, Feb 7, 2022",Miami Heat,121,Washington Wizards,100,14222,Capital One Arena
2022,"Mon, Feb 7, 2022",Phoenix Suns,127,Chicago Bulls,124,20615,United Center
2022,"Mon, Feb 7, 2022",Golden State Warriors,110,Oklahoma City Thunder,98,17009,Paycom Center
2022,"Mon, Feb 7, 2022",New York Knicks,104,Utah Jazz,113,18306,Vivint Smart Home Arena
2022,"Tue, Feb 8, 2022",Phoenix Suns,114,Philadelphia 76ers,109,20720,Wells Fargo Center
2022,"Tue, Feb 8, 2022",Indiana Pacers,112,Atlanta Hawks,133,14265,State Farm Arena
2022,"Tue, Feb 8, 2022",Boston Celtics,126,Brooklyn Nets,91,17732,Barclays Center
2022,"Tue, Feb 8, 2022",Los Angeles Clippers,109,Memphis Grizzlies,135,16101,FedEx Forum
2022,"Tue, Feb 8, 2022",Houston Rockets,97,New Orleans Pelicans,110,15121,Smoothie King Center
2022,"Tue, Feb 8, 2022",Detroit Pistons,86,Dallas Mavericks,116,19200,American Airlines Center
2022,"Tue, Feb 8, 2022",New York Knicks,115,Denver Nuggets,132,15093,Ball Arena
2022,"Tue, Feb 8, 2022",Milwaukee Bucks,131,Los Angeles Lakers,116,18997,Crypto.com Arena
2022,"Tue, Feb 8, 2022",Orlando Magic,113,Portland Trail Blazers,95,16024,Moda Center
2022,"Tue, Feb 8, 2022",Minnesota Timberwolves,134,Sacramento Kings,114,12409,Golden 1 Center
2022,"Wed, Feb 9, 2022",San Antonio Spurs,92,Cleveland Cavaliers,105,19432,Rocket Mortgage Fieldhouse
2022,"Wed, Feb 9, 2022",Chicago Bulls,121,Charlotte Hornets,109,19099,Spectrum Center
2022,"Wed, Feb 9, 2022",Toronto Raptors,117,Oklahoma City Thunder,98,13858,Paycom Center
2022,"Wed, Feb 9, 2022",Los Angeles Lakers,105,Portland Trail Blazers,107,19393,Moda Center
2022,"Wed, Feb 9, 2022",Minnesota Timberwolves,119,Sacramento Kings,132,12527,Golden 1 Center
2022,"Wed, Feb 9, 2022",Golden State Warriors,85,Utah Jazz,111,18306,Vivint Smart Home Arena
2022,"Thu, Feb 10, 2022",Memphis Grizzlies,132,Detroit Pistons,107,18744,Little Caesars Arena
2022,"Thu, Feb 10, 2022",Miami Heat,112,New Orleans Pelicans,97,16672,Smoothie King Center
